epoch,train_loss,val_loss,best_val_loss,device
1,5.9702,5.5618,5.5618,cuda (RTX 5000)
2,5.3581,5.2957,5.2957,cuda (RTX 5000)
3,5.1347,5.1335,5.1335,cuda (RTX 5000)
4,4.9729,5.0068,5.0068,cuda (RTX 5000)
5,4.8422,4.9238,4.9238,cuda (RTX 5000)
6,4.7267,4.8401,4.8401,cuda (RTX 5000)
7,4.625,4.7797,4.7797,cuda (RTX 5000)
8,4.5326,4.7381,4.7381,cuda (RTX 5000)
9,4.4487,4.6945,4.6945,cuda (RTX 5000)
10,4.3749,4.6625,4.6625,cuda (RTX 5000)
11,4.3057,4.6239,4.6239,cuda (RTX 5000)
12,4.242,4.6107,4.6107,cuda (RTX 5000)
13,4.1839,4.5884,4.5884,cuda (RTX 5000)
14,4.128,4.5745,4.5745,cuda (RTX 5000)
15,4.0803,4.5598,4.5598,cuda (RTX 5000)
16,4.0316,4.5539,4.5539,cuda (RTX 5000)
17,3.9878,4.5532,4.5532,cuda (RTX 5000)
18,3.9438,4.545,4.545,cuda (RTX 5000)
19,3.9061,4.5373,4.5373,cuda (RTX 5000)
20,3.8693,4.5335,4.5335,cuda (RTX 5000)
21,3.8333,4.5341,4.5335,cuda (RTX 5000)
22,3.7984,4.5272,4.5272,cuda (RTX 5000)
23,3.7681,4.5246,4.5246,cuda (RTX 5000)
24,3.737,4.525,4.5246,cuda (RTX 5000)
25,3.7078,4.5277,4.5246,cuda (RTX 5000)
26,3.6779,4.5322,4.5246,cuda (RTX 5000)
27,3.6501,4.5337,4.5246,cuda (RTX 5000)
28,3.6237,4.5306,4.5246,cuda (RTX 5000)
29,3.5988,4.5335,4.5246,cuda (RTX 5000)
30,3.5759,4.537,4.5246,cuda (RTX 5000)
31,3.55,4.5428,4.5246,cuda (RTX 5000)
32,3.5296,4.5368,4.5246,cuda (RTX 5000)
33,3.5094,4.5486,4.5246,cuda (RTX 5000)
34,3.4835,4.5585,4.5246,cuda (RTX 5000)
35,3.4668,4.558,4.5246,cuda (RTX 5000)
36,3.4441,4.558,4.5246,cuda (RTX 5000)
37,3.4266,4.5637,4.5246,cuda (RTX 5000)
38,3.4101,4.5684,4.5246,cuda (RTX 5000)
39,3.3907,4.5704,4.5246,cuda (RTX 5000)
40,3.3745,4.5786,4.5246,cuda (RTX 5000)
41,3.3569,4.5781,4.5246,cuda (RTX 5000)
42,3.3422,4.5789,4.5246,cuda (RTX 5000)
43,3.325,4.5894,4.5246,cuda (RTX 5000)
44,3.3108,4.5955,4.5246,cuda (RTX 5000)
45,3.2944,4.5912,4.5246,cuda (RTX 5000)
46,3.2792,4.6035,4.5246,cuda (RTX 5000)
47,3.2666,4.611,4.5246,cuda (RTX 5000)
48,3.2511,4.6049,4.5246,cuda (RTX 5000)
49,3.2372,4.6153,4.5246,cuda (RTX 5000)
50,3.2228,4.6212,4.5246,cuda (RTX 5000)
51,3.2128,4.6237,4.5246,cuda (RTX 5000)
52,3.1999,4.6244,4.5246,cuda (RTX 5000)
53,3.1853,4.6311,4.5246,cuda (RTX 5000)
54,3.1721,4.6351,4.5246,cuda (RTX 5000)
55,3.1613,4.6422,4.5246,cuda (RTX 5000)
56,3.1506,4.6434,4.5246,cuda (RTX 5000)
57,3.14,4.643,4.5246,cuda (RTX 5000)
58,3.1291,4.6502,4.5246,cuda (RTX 5000)
59,3.1167,4.657,4.5246,cuda (RTX 5000)
60,3.1062,4.6607,4.5246,cuda (RTX 5000)
