experiment_id,epoch,train_loss,val_loss,best_val_loss,lr,epoch_time_s
E1,1,5.93959293128801,5.57339082637757,5.57339082637757,0.0003,302.8
E1,2,5.404184873893538,5.289177073043477,5.289177073043477,0.0003,292.8
E1,3,5.201800402146888,5.118231683489031,5.118231683489031,0.0003,293.6
E1,4,5.064838809098196,4.9975156034208315,4.9975156034208315,0.0003,291.0
E1,5,4.952630344770661,4.914180289192649,4.914180289192649,0.0003,298.3
E1,6,4.862001322819661,4.832097776664288,4.832097776664288,0.0003,293.9
E1,7,4.784149464578692,4.7872258611899134,4.7872258611899134,0.0003,294.2
E1,8,4.717850353080682,4.727745933703643,4.727745933703643,0.0003,296.3
E1,9,4.662531184018932,4.7022054273781775,4.7022054273781775,0.0003,300.5
E1,10,4.6143295555806985,4.672305872147656,4.672305872147656,0.0003,288.9
E1,11,4.573319641385111,4.64627784249547,4.64627784249547,0.0003,290.9
E1,12,4.535393357497523,4.62285216524828,4.62285216524828,0.0003,291.0
E1,13,4.500995262747567,4.596588778193015,4.596588778193015,0.0003,293.4
E1,14,4.468996113336437,4.5729239371986115,4.5729239371986115,0.0003,290.5
E1,15,4.441263785394008,4.553796898338437,4.553796898338437,0.0003,289.8
E1,16,4.415149926489171,4.542675950404149,4.542675950404149,0.0003,290.3
E1,17,4.3900630438282064,4.522224361140868,4.522224361140868,0.0003,296.0
E1,18,4.367474526969336,4.501309122554377,4.501309122554377,0.0003,291.9
E1,19,4.345567049247651,4.493156231256001,4.493156231256001,0.0003,288.0
E1,20,4.324045025827314,4.4796361065787,4.4796361065787,0.0003,290.0
E1,21,4.3053298963790345,4.474687527538709,4.474687527538709,0.0003,286.7
E1,22,4.286718490980672,4.459628304983811,4.459628304983811,0.0003,290.4
E1,23,4.268080093588964,4.4442689572864,4.4442689572864,0.0003,293.9
E1,24,4.252185077592041,4.434515553552331,4.434515553552331,0.0003,290.9
E1,25,4.234576553091827,4.41715939374783,4.41715939374783,0.0003,293.3
E1,26,4.2200006505715795,4.404269646022123,4.404269646022123,0.0003,287.9
E1,27,4.204182983076799,4.391611260475795,4.391611260475795,0.0003,291.5
E1,28,4.190460220583027,4.384302398980894,4.384302398980894,0.0003,290.0
E1,29,4.175921172293985,4.374437369377368,4.374437369377368,0.0003,290.7
E1,30,4.162640484082659,4.3671576995028465,4.3671576995028465,0.0003,291.4
E1,31,4.149788283907049,4.365550378985226,4.365550378985226,0.0003,285.5
E1,32,4.137665223455237,4.355545746553248,4.355545746553248,0.0003,292.9
E1,33,4.123798266627978,4.345132373404226,4.345132373404226,0.0003,289.7
E1,34,4.110413065525978,4.331173217888191,4.331173217888191,0.0003,288.2
E1,35,4.102112915474662,4.323544803948098,4.323544803948098,0.0003,288.3
E1,36,4.091360480623288,4.316769226417878,4.316769226417878,0.0003,283.8
E1,37,4.078106037395167,4.316377259048053,4.316377259048053,0.0003,287.7
E1,38,4.066262606246034,4.304419862507894,4.304419862507894,0.0003,289.9
E1,39,4.057064236744805,4.292652557833092,4.292652557833092,0.0003,289.6
E1,40,4.045876857660122,4.293830738984109,4.292652557833092,0.0003,290.2
