model,decoding,examples,bleu,bleu_summary
tiny_transformer_full_greedy,greedy,1000,6.239936884711959,BLEU = 6.24 32.2/9.9/3.5/1.3 (BP = 1.000 ratio = 1.116 hyp_len = 20081 ref_len = 17999)
